Id,PostCode,PostTown,DependentLocality,DoubleDependentLocality,ThoroughfareDescriptor,DependentThoroughfareDescriptor,BuildingNumber,BuildingName,SubBuildingName,POBox,DepartmentName,OrganisationName,UDPRN,PostcodeType,SUOrganisationIndicator,DeliveryPointSuffix,AddressKey,OrganisationKey,NumberOfHouseholds,LocalityKey
1,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 1,,,,53879040,S, ,1A,38160839,0,1,7775
2,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 2,,,,53879041,S, ,1B,38160840,0,1,7775
3,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 3,,,,53879042,S, ,1D,38160841,0,1,7775
4,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 4,,,,53879043,S, ,1E,38160842,0,1,7775
5,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 5,,,,53879044,S, ,1F,38160843,0,1,7775
6,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 6,,,,53879045,S, ,1G,38160844,0,1,7775
7,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 7,,,,53879046,S, ,1H,38160845,0,1,7775
8,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 8,,,,53879047,S, ,1J,38160846,0,1,7775
9,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 9,,,,53879048,S, ,1L,38160847,0,1,7775
10,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 10,,,,53879049,S, ,1N,38160848,0,1,7775
11,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 11,,,,53879050,S, ,1P,38160849,0,1,7775
12,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 12,,,,53879051,S, ,1Q,38160850,0,1,7775
13,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 13,,,,53879052,S, ,1R,38160851,0,1,7775
14,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 14,,,,53879053,S, ,1S,38160852,0,1,7775
15,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 15,,,,53879054,S, ,1T,38160853,0,1,7775
16,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 16,,,,53879055,S, ,1U,38160854,0,1,7775
17,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 17,,,,53879056,S, ,1W,38160855,0,1,7775
18,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 18,,,,53879057,S, ,1X,38160856,0,1,7775
19,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 19,,,,53879058,S, ,1Y,38160857,0,1,7775
20,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 20,,,,53879059,S, ,1Z,38160858,0,1,7775
21,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 21,,,,53879060,S, ,2A,38160859,0,1,7775
22,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 22,,,,53879061,S, ,2B,38160860,0,1,7775
23,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 23,,,,53879062,S, ,2D,38160861,0,1,7775
24,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 24,,,,53879063,S, ,2E,38160862,0,1,7775
25,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 25,,,,53879064,S, ,2F,38160863,0,1,7775
26,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 26,,,,53879065,S, ,2G,38160864,0,1,7775
27,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 27,,,,53879066,S, ,2H,38160865,0,1,7775
28,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 28,,,,53879067,S, ,2J,38160866,0,1,7775
29,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 29,,,,53879068,S, ,2L,38160867,0,1,7775
30,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 30,,,,53879069,S, ,2N,38160868,0,1,7775
31,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 31,,,,53879070,S, ,2P,38160869,0,1,7775
32,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 32,,,,53879071,S, ,2Q,38160870,0,1,7775
33,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 33,,,,53879072,S, ,2R,38160871,0,1,7775
34,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 34,,,,53879073,S, ,2S,38160872,0,1,7775
35,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 35,,,,53879074,S, ,2T,38160873,0,1,7775
36,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 36,,,,53879075,S, ,2U,38160874,0,1,7775
37,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 37,,,,53879076,S, ,2W,38160875,0,1,7775
38,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 38,,,,53879077,S, ,2X,38160876,0,1,7775
39,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 39,,,,53879078,S, ,2Y,38160877,0,1,7775
40,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 40,,,,53879079,S, ,2Z,38160878,0,1,7775
41,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 41,,,,53879080,S, ,3A,38160879,0,1,7775
42,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 42,,,,53879081,S, ,3B,38160880,0,1,7775
43,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 43,,,,53879082,S, ,3D,38160881,0,1,7775
44,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 44,,,,53879083,S, ,3E,38160882,0,1,7775
45,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 45,,,,53879084,S, ,3F,38160883,0,1,7775
46,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 46,,,,53879085,S, ,3G,38160884,0,1,7775
47,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 47,,,,53879086,S, ,3H,38160885,0,1,7775
48,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 48,,,,53879087,S, ,3J,38160886,0,1,7775
49,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 49,,,,53879088,S, ,3L,38160887,0,1,7775
50,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 50,,,,53879089,S, ,3N,38160888,0,1,7775
51,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 51,,,,53879090,S, ,3P,38160889,0,1,7775
52,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 52,,,,53879091,S, ,3Q,38160890,0,1,7775
53,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 53,,,,53879092,S, ,3R,38160891,0,1,7775
54,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 54,,,,53879093,S, ,3S,38160892,0,1,7775
55,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 55,,,,53879094,S, ,3T,38160893,0,1,7775
56,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 56,,,,53879095,S, ,3U,38160894,0,1,7775
57,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 57,,,,53879096,S, ,3W,38160895,0,1,7775
58,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 1a,,,,56321738,S, ,3X,41012121,0,1,7775
59,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 1b,,,,56321739,S, ,3Y,41012122,0,1,7775
60,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 1c,,,,56321740,S, ,3Z,41012123,0,1,7775
61,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 1d,,,,56321741,S, ,4A,41012124,0,1,7775
62,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 1e,,,,56321742,S, ,4B,41012125,0,1,7775
63,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 1f,,,,56321743,S, ,4D,41012126,0,1,7775
64,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 2b,,,,56321744,S, ,4E,41012127,0,1,7775
65,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 2c,,,,56321745,S, ,4F,41012128,0,1,7775
66,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 2d,,,,56321746,S, ,4G,41012129,0,1,7775
67,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 2e,,,,56321747,S, ,4H,41012130,0,1,7775
68,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 2f,,,,56321748,S, ,4J,41012131,0,1,7775
69,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 3a,,,,56321749,S, ,4L,41012132,0,1,7775
70,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 3b,,,,56321750,S, ,4N,41012133,0,1,7775
71,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 3c,,,,56321751,S, ,4P,41012134,0,1,7775
72,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 3d,,,,56321752,S, ,4Q,41012135,0,1,7775
73,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 3e,,,,56321753,S, ,4R,41012136,0,1,7775
74,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 4a,,,,56321754,S, ,4S,41012137,0,1,7775
75,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 4b,,,,56321755,S, ,4T,41012138,0,1,7775
76,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 4c,,,,56321756,S, ,4U,41012139,0,1,7775
77,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 4d,,,,56321757,S, ,4W,41012140,0,1,7775
78,PL1 1AE,PLYMOUTH,,,Old Town Street,, ,2a,Flat 4e,,,,56321758,S, ,4X,41012141,0,1,7775
79,PL1 1AR,PLYMOUTH,,,Armada Way,, ,Copthorne Hotel,,,,Copthorne Hotels Ltd,18911185,L, ,1A,1592117,0,1,7775
80,PL1 1AS,PLYMOUTH,,,Alice Street,,1,,,,,Alice Street Garage,18911186,S,Y,1A,30147634,2156423,1,7775
81,PL1 1BA,PLYMOUTH,,,Eastlake Street,, ,,,,,Plymouth Methodist Church Hall,18911190,S,Y,1A,28128288,1339387,1,7775
82,PL1 1BQ,PLYMOUTH,,,Eastlake Ope,, ,Eastlake House,,,Telephone Exchange,British Telecom,18911211,L, ,1A,1592123,0,1,7775
83,PL1 1DA,PLYMOUTH,,,Old Town Street,,3,,,,,Warrens Bakery,18911235,S,Y,1Q,26289083,712098,1,7775
84,PL1 1DA,PLYMOUTH,,,Old Town Street,,9,,,,,Thomas Cook Ltd,18911233,S,Y,1S,32249405,2709800,1,7775
85,PL1 1DA,PLYMOUTH,,,Old Town Street,,13,,,,,Subway,18911231,S,Y,1D,34117917,2979460,1,7775
86,PL1 1DA,PLYMOUTH,,,Old Town Street,, ,19-21,,,,Milas,18911238,S,Y,1F,37996855,3699077,1,7775
87,PL1 1DA,PLYMOUTH,,,Old Town Street,,11,,,,,,18911230,S, ,1B,39363554,0,1,7775
88,PL1 1DA,PLYMOUTH,,,Old Town Street,,5,,,,,,18911234,S, ,1R,39363555,0,1,7775
89,PL1 1DA,PLYMOUTH,,,Old Town Street,, ,15-17,,,,Nando's,18911237,S,Y,1E,39941812,4008270,1,7775
90,PL1 1DA,PLYMOUTH,,,Old Town Street,,1,,,,,,18911232,S, ,1A,40281769,0,1,7775
91,PL1 1DD,PLYMOUTH,,,Old Town Street,,4,,,,City Centre Branch,H S B C,18911239,L, ,1A,1592127,0,1,7775
92,PL1 1DE,PLYMOUTH,,,Old Town Street,,8,,,,,Co-Operative Bank plc,18911241,S,Y,1D,26289123,712134,1,7775
93,PL1 1DE,PLYMOUTH,,,Old Town Street,,10,,,,,Saltrock,18911240,S,Y,1F,35732814,3260456,1,7775
94,PL1 1DG,PLYMOUTH,,,Old Town Street,,14,,,,,Natwest,18911243,L, ,1A,1592128,0,1,7775
95,PL1 1DH,PLYMOUTH,,,Cornwall Street,,1,,,,,Marks & Spencer plc,18911244,L, ,1A,1592129,0,1,7775
96,PL1 1DJ,PLYMOUTH,,,Mayflower Street,, ,Cobourg House,,,,The Official Receiver,18911245,L, ,1A,1592130,0,1,7775
97,PL1 1DN,PLYMOUTH,,,St. Andrews Cross,,4,,,,,Skipton Bldg Soc,18911252,S,Y,1G,29060268,1803467,1,7775
98,PL1 1DN,PLYMOUTH,,,St. Andrews Cross,,2,,,,,Achievement Training,18911247,S,Y,1A,29147347,1829197,1,7775
99,PL1 1DN,PLYMOUTH,,,St. Andrews Cross,, ,Royal Buildings,,,,Royal Garden Restaurant,18911248,S,Y,1L,31735187,2576256,1,7775
100,PL1 1DN,PLYMOUTH,,,St. Andrews Cross,,8,,Flat 1,,,,54027623,S, ,3B,38371530,0,1,7775
101,PL1 1DN,PLYMOUTH,,,St. Andrews Cross,,8,,Flat 2,,,,54027624,S, ,3D,38371531,0,1,7775
102,PL1 1DN,PLYMOUTH,,,St. Andrews Cross,,8,,Flat 3,,,,54027625,S, ,3E,38371532,0,1,7775
103,PL1 1DN,PLYMOUTH,,,St. Andrews Cross,,8,,Flat 4,,,,54027626,S, ,3F,38371533,0,1,7775
104,PL1 1DN,PLYMOUTH,,,St. Andrews Cross,,8,,Flat 5,,,,54027627,S, ,3G,38371534,0,1,7775
105,PL1 1DN,PLYMOUTH,,,St. Andrews Cross,,8,,Flat 6,,,,54027628,S, ,3H,38371535,0,1,7775
106,PL1 1DN,PLYMOUTH,,,St. Andrews Cross,,8,,Flat 7,,,,54027629,S, ,3J,38371536,0,1,7775
107,PL1 1DN,PLYMOUTH,,,St. Andrews Cross,,8,,Flat 8,,,,54027630,S, ,3L,38371537,0,1,7775
108,PL1 1DN,PLYMOUTH,,,St. Andrews Cross,,8,,Flat 9,,,,54027631,S, ,3N,38371538,0,1,7775
109,PL1 1DN,PLYMOUTH,,,St. Andrews Cross,,8,,Flat 10,,,,54027632,S, ,3P,38371539,0,1,7775
110,PL1 1DN,PLYMOUTH,,,St. Andrews Cross,,8,,Flat 11,,,,54027633,S, ,3Q,38371540,0,1,7775
111,PL1 1DN,PLYMOUTH,,,St. Andrews Cross,,8,,Flat 12,,,,54027634,S, ,3R,38371541,0,1,7775
112,PL1 1DN,PLYMOUTH,,,St. Andrews Cross,,8,,Flat 13,,,,54027635,S, ,3S,38371542,0,1,7775
113,PL1 1DN,PLYMOUTH,,,St. Andrews Cross,,8,,Flat 14,,,,54027636,S, ,3T,38371543,0,1,7775
114,PL1 1DN,PLYMOUTH,,,St. Andrews Cross,,8,,Flat 15,,,,54027637,S, ,3U,38371544,0,1,7775
115,PL1 1DN,PLYMOUTH,,,St. Andrews Cross,,8,,Flat 16,,,,54027638,S, ,3W,38371545,0,1,7775
116,PL1 1DN,PLYMOUTH,,,St. Andrews Cross,,8,,Flat 17,,,,54027639,S, ,3X,38371546,0,1,7775
117,PL1 1DN,PLYMOUTH,,,St. Andrews Cross,,8,,Flat 18,,,,54027640,S, ,3Y,38371547,0,1,7775
118,PL1 1DN,PLYMOUTH,,,St. Andrews Cross,,8,,Flat 19,,,,54027641,S, ,3Z,38371548,0,1,7775
119,PL1 1DN,PLYMOUTH,,,St. Andrews Cross,,8,,Flat 20,,,,54027642,S, ,4A,38371549,0,1,7775
120,PL1 1DN,PLYMOUTH,,,St. Andrews Cross,,8,,Flat 21,,,,54027643,S, ,4B,38371550,0,1,7775
121,PL1 1DN,PLYMOUTH,,,St. Andrews Cross,,8,,Flat 22,,,,54027644,S, ,4D,38371551,0,1,7775
122,PL1 1DN,PLYMOUTH,,,St. Andrews Cross,,8,,Flat 23,,,,54027645,S, ,4E,38371552,0,1,7775
123,PL1 1DN,PLYMOUTH,,,St. Andrews Cross,,8,,Flat 24,,,,54027646,S, ,4F,38371553,0,1,7775
124,PL1 1DN,PLYMOUTH,,,St. Andrews Cross,,8,,Flat 25,,,,54027647,S, ,4G,38371554,0,1,7775
125,PL1 1DN,PLYMOUTH,,,St. Andrews Cross,,8,,Flat 26,,,,54027648,S, ,4H,38371555,0,1,7775
126,PL1 1DN,PLYMOUTH,,,St. Andrews Cross,,8,,Flat 27,,,,54027649,S, ,4J,38371556,0,1,7775
127,PL1 1DN,PLYMOUTH,,,St. Andrews Cross,,8,,Flat 28,,,,54027650,S, ,4L,38371557,0,1,7775
128,PL1 1DN,PLYMOUTH,,,St. Andrews Cross,,8,,Flat 29,,,,54027651,S, ,4N,38371558,0,1,7775
129,PL1 1DN,PLYMOUTH,,,St. Andrews Cross,,9,,,,,Buffet City,54108071,S,Y,4Q,38460345,3780582,1,7775
130,PL1 1DN,PLYMOUTH,,,St. Andrews Cross,,8,,Flat 30,,,,54381342,S, ,4R,38788115,0,1,7775
131,PL1 1DN,PLYMOUTH,,,St. Andrews Cross,,8,,Flat 31,,,,54381343,S, ,4S,38788116,0,1,7775
132,PL1 1DN,PLYMOUTH,,,St. Andrews Cross,,5,,,,,,18911184,S, ,4T,39363522,0,1,7775
133,PL1 1DN,PLYMOUTH,,,St. Andrews Cross,,3,,,,,Londis Supermarket,18911251,S,Y,1F,39941811,4008269,1,7775
134,PL1 1DP,PLYMOUTH,,,Old Town Street,,2,,,,,The Royal Bank Of Scotland plc,18911254,L, ,1A,1592132,0,1,7775
135,PL1 1DQ,PLYMOUTH,,,Old Town Street,,25,,,,,Cotswold,50507850,S,Y,1U,35451616,3202723,1,7775
136,PL1 1DQ,PLYMOUTH,,,Old Town Street,,18,,,,,,28559651,S, ,1L,35792523,0,1,7775
137,PL1 1DQ,PLYMOUTH,,,Old Town Street,,27,,,,,,18911260,S, ,1J,38849923,0,1,7775
138,PL1 1DQ,PLYMOUTH,,,Old Town Street,,21,,,,,E E,51646719,S,Y,1X,39941819,4008277,1,7775
139,PL1 1DQ,PLYMOUTH,,,Old Town Street,,16,,,,,Betfred,18911257,S,Y,1F,39941821,4008278,1,7775
140,PL1 1DQ,PLYMOUTH,,,Old Town Street,, ,23a,,,,Skinnydip,50507847,S,Y,1Z,40287230,4053110,1,7775
141,PL1 1DQ,PLYMOUTH,,,Old Town Street,,23,,,,,,50507849,S, ,1T,40287231,0,1,7775
142,PL1 1DS,PLYMOUTH,,,Royal Parade,,2,,,,,H Samuel Ltd,18911263,S,Y,1A,26977086,943445,1,7775
143,PL1 1DS,PLYMOUTH,,,Royal Parade,, ,08-Oct,,,,Lloyds Bank plc,18911264,S,Y,1E,26977089,943448,1,7775
144,PL1 1DS,PLYMOUTH,,,Royal Parade,, ,Dec-14,,,,The Brass Monkey,18911262,S,Y,1Q,31323899,2483133,1,7775
145,PL1 1DS,PLYMOUTH,,,Royal Parade,, ,04-Jun,,,,Dreams,18911265,S,Y,1B,39941807,4008264,1,7775
146,PL1 1DT,PLYMOUTH,,,Royal Parade,,94,,,,,Argos Ltd,18911266,L, ,1A,1592133,0,1,7775
147,PL1 1DU,PLYMOUTH,,,Royal Parade,,34,,,,,Foot Solution,18911269,S,Y,1B,26977093,943452,1,7775
148,PL1 1DU,PLYMOUTH,,,Royal Parade,,28,,,,,T K Maxx,18911271,S,Y,1G,29065586,1804991,1,7775
149,PL1 1DU,PLYMOUTH,,,Royal Parade,,32,,,,,Plymouth Citybus Travel Centre,18911273,S,Y,1H,35560239,3224615,1,7775
150,PL1 1DU,PLYMOUTH,,,Royal Parade,,38,,,,,Friary Mill Bakery Ltd,18911270,S,Y,1E,35732830,3260465,1,7775
151,PL1 1DU,PLYMOUTH,,,Royal Parade,,30,,,,,Greggs,18911267,S,Y,1A,39941808,4008265,1,7775
152,PL1 1DU,PLYMOUTH,,,Royal Parade,,36,,,,,Tech Outlet,18911268,S,Y,1D,39941810,4008267,1,7775
153,PL1 1DY,PLYMOUTH,,,Royal Parade,,40,,,,,Dingles Of Plymouth,18911274,L, ,1A,1592136,0,1,7775
154,PL1 1DZ,PLYMOUTH,,,Royal Parade,, ,52-56,,,,Poundland,18911277,S,Y,1N,30147650,2156433,1,7775
155,PL1 1DZ,PLYMOUTH,,,Royal Parade,,60,,,,,Savers,18911279,S,Y,1E,34776351,3085872,1,7775
156,PL1 1DZ,PLYMOUTH,,,Royal Parade,,50,Central Point,,,,,18911275,S, ,1L,35015559,0,91,7775
157,PL1 1DZ,PLYMOUTH,,,Royal Parade,,64,,,,,,18911276,S, ,1S,38256733,0,1,7775
158,PL1 1EA,PLYMOUTH,,,Charles Street,,1,,Unit 45,,,River Island Clothing Co,28449586,S,Y,3F,33849650,2930952,1,7775
159,PL1 1EA,PLYMOUTH,,,Charles Street,,1,,Unit 55,,,Burger King,28449596,S,Y,3T,33913164,2940042,1,7775
160,PL1 1EA,PLYMOUTH,,,Charles Street,,1,,Unit 16,,,Build A Bear,28449557,S,Y,1U,33952475,2945750,1,7775
161,PL1 1EA,PLYMOUTH,,,Charles Street,,1,,Unit 17,,,New Look,28449558,S,Y,1W,33952477,2945752,1,7775
162,PL1 1EA,PLYMOUTH,,,Charles Street,,1,,Unit 14,,,O2,28449555,S,Y,1S,33952478,2945753,1,7775
163,PL1 1EA,PLYMOUTH,,,Charles Street,,1,,Unit 19,,,Boots,28449560,S,Y,1Y,33952484,2945759,1,7775
164,PL1 1EA,PLYMOUTH,,,Charles Street,,1,,Unit 22,,,Claires,28449563,S,Y,2B,33952486,2945761,1,7775
165,PL1 1EA,PLYMOUTH,,,Charles Street,,1,,Unit 12,,,Frazer Hart,28449553,S,Y,1Q,33952487,2945763,1,7775
166,PL1 1EA,PLYMOUTH,,,Charles Street,,1,,Unit 34,,,Boux Avenue,28449575,S,Y,2S,33952488,2945764,1,7775
167,PL1 1EA,PLYMOUTH,,,Charles Street,,1,,Unit 33,,,Schuh,28449574,S,Y,2R,33952519,2945774,1,7775
168,PL1 1EA,PLYMOUTH,,,Charles Street,,1,,Unit 21,,,Smile Stores,28449562,S,Y,2A,33952642,2945778,1,7775
169,PL1 1EA,PLYMOUTH,,,Charles Street,,1,,Unit 40,,,Monsoon,28449581,S,Y,2Z,33952644,2945780,1,7775
170,PL1 1EA,PLYMOUTH,,,Charles Street,,1,,Unit 13,,,Holland & Barrett Ltd,56668654,S,Y,5F,33952646,4175698,1,7775
171,PL1 1EA,PLYMOUTH,,,Charles Street,,1,,Unit 1,,,Primark,28449542,S,Y,1A,33952648,2945783,1,7775
172,PL1 1EA,PLYMOUTH,,,Charles Street,,1,,Unit 26,,,Next,28449567,S,Y,2G,33952656,2945790,1,7775
173,PL1 1EA,PLYMOUTH,,,Charles Street,,1,,Unit 15,,,Game,28449556,S,Y,1T,33952657,2945791,1,7775
174,PL1 1EA,PLYMOUTH,,,Charles Street,,1,,Unit 18,,,Waterstones,28449559,S,Y,1X,33952661,2945796,1,7775
175,PL1 1EA,PLYMOUTH,,,Charles Street,,1,,Unit 39,,,Joules,28449580,S,Y,2Y,33952662,2945797,1,7775
176,PL1 1EA,PLYMOUTH,,,Charles Street,,1,,Unit 25,,,Starbucks,28449566,S,Y,2F,33952665,2945799,1,7775
177,PL1 1EA,PLYMOUTH,,,Charles Street,,1,,Unit 23,,,The Perfume Shop,28449564,S,Y,2D,33952668,2945802,1,7775
178,PL1 1EA,PLYMOUTH,,,Charles Street,,1,,Unit 58,,,Cafe Curva,28449599,S,Y,3X,33952669,2945803,1,7775
179,PL1 1EA,PLYMOUTH,,,Charles Street,,1,,Unit 7,,,Clintons,28449548,S,Y,1H,33952670,2945804,1,7775
180,PL1 1EA,PLYMOUTH,,,Charles Street,,1,,Unit 7,,,Quiz Clothing,51754175,S,Y,4L,33952670,3233495,1,7775
181,PL1 1EA,PLYMOUTH,,,Charles Street,,1,,Unit 6,,,Ernest Jones,28449547,S,Y,1G,33952671,2945805,1,7775
182,PL1 1EA,PLYMOUTH,,,Charles Street,,1,,Unit 57,,,American Fruity,28449598,S,Y,3W,33952672,2945806,1,7775
183,PL1 1EA,PLYMOUTH,,,Charles Street,,1,,Unit 56,,,Spudulike,28449597,S,Y,3U,33952674,2945808,1,7775
184,PL1 1EA,PLYMOUTH,,,Charles Street,,1,,Unit 31,,,Paperchase,28449572,S,Y,2P,33956220,2946529,1,7775
185,PL1 1EA,PLYMOUTH,,,Charles Street,,1,,Unit 30,,,Footasylum,28449571,S,Y,2N,34120778,2980990,1,7775
186,PL1 1EA,PLYMOUTH,,,Charles Street,,1,,Unit 41,,,Superdry,28449582,S,Y,3A,34533334,3047761,1,7775
187,PL1 1EA,PLYMOUTH,,,Charles Street,,1,,Unit 48,,,Wiggle,28449589,S,Y,3J,34533343,3047764,1,7775
188,PL1 1EA,PLYMOUTH,,,Charles Street,,1,,Unit 21a,,,No 1 Currency,28449545,S,Y,1E,34533348,3047768,1,7775
189,PL1 1EA,PLYMOUTH,,,Charles Street,,1,,Unit 44,,,Top Shop,28449585,S,Y,3E,34535150,3047984,1,7775
190,PL1 1EA,PLYMOUTH,,,Charles Street,,1,,Unit 9,,,Mountain Warehouse,28449550,S,Y,1L,34983573,3119585,1,7775
191,PL1 1EA,PLYMOUTH,,,Charles Street,,1,,,,,Drakes Circus Management Suite,51532006,S,Y,4J,35297361,3177489,1,7775
192,PL1 1EA,PLYMOUTH,,,Charles Street,,1,,,,,Tommy Hilfiger,57177772,S,Y,5H,35297361,4237844,1,7775
193,PL1 1EA,PLYMOUTH,,,Charles Street,,1,,Unit 10,,,J D Sports,28449551,S,Y,1N,35451666,3202744,1,7775
194,PL1 1EA,PLYMOUTH,,,Charles Street,,1,,Stall 4,,,Sky,52042295,S,Y,4Q,35967626,3305225,1,7775
195,PL1 1EA,PLYMOUTH,,,Charles Street,,1,,Unit 54,,,Entertainer,28449595,S,Y,3S,37815093,3670475,1,7775
196,PL1 1EA,PLYMOUTH,,,Charles Street,,1,,Unit 24,,,Hotel Chocolat,28449565,S,Y,2E,37844001,3674994,1,7775
197,PL1 1EA,PLYMOUTH,,,Charles Street,,1,,Unit 54a,,,Regus,53747465,S,Y,4U,37985692,3697584,1,7775
198,PL1 1EA,PLYMOUTH,,,Charles Street,,1,,Unit 36,,,Claires Accessories,28449577,S,Y,2U,38019703,3702067,1,7775
199,PL1 1EA,PLYMOUTH,,,Charles Street,,1,,Unit 49a,,,The Fragrance Shop Ltd,51532004,S,Y,4G,38019748,3702069,1,7775
200,PL1 1EA,PLYMOUTH,,,Charles Street,,1,,Unit 46,,,Yo Sushi,28449587,S,Y,3G,38019855,3702073,1,7775
201,PL1 1EA,PLYMOUTH,,,Charles Street,,1,,Unit 50,,,Costa Coffee,28449591,S,Y,3N,38019865,3702074,1,7775
202,PL1 1EA,PLYMOUTH,,,Charles Street,,1,,Unit 50a,,,Fat Face,51532005,S,Y,4H,38019875,3702076,1,7775
203,PL1 1EA,PLYMOUTH,,,Charles Street,, ,,,,,Krispy Kreme,54002577,S,Y,4X,38341428,3761780,1,7775
204,PL1 1EA,PLYMOUTH,,,Charles Street,,1,,Unit 8,,,Carphone Warehouse,28449549,S,Y,1J,38443409,3778215,1,7775
205,PL1 1EA,PLYMOUTH,,,Charles Street,,1,,Unit 29a,,,Kath Kidson,53736897,S,Y,4T,38443414,3778219,1,7775
