Id,PostCode,PostTown,DependentLocality,DoubleDependentLocality,ThoroughfareDescriptor,DependentThoroughfareDescriptor,BuildingNumber,BuildingName,SubBuildingName,POBox,DepartmentName,OrganisationName,UDPRN,PostcodeType,SUOrganisationIndicator,DeliveryPointSuffix,AddressKey,OrganisationKey,NumberOfHouseholds,LocalityKey
476,PL1 1PR,PLYMOUTH,,,Market Stalls,, ,Unit 135-141,,,,Ken Mason Good Value-Market,18911583,S,Y,3Y,30841971,2367226,1,7775
477,PL1 1PR,PLYMOUTH,,,Market Stalls,, ,Unit 110-116,,,,Hannahs,18911579,S,Y,2S,31187011,2451798,1,7775
478,PL1 1PR,PLYMOUTH,,,Market Stalls,, ,Unit 103,,,,Battery Man,18911563,S,Y,4Z,31728934,2574744,1,7775
479,PL1 1PR,PLYMOUTH,,,Market Stalls,, ,Unit 79,,,,Sweet Shop,18911567,S,Y,5D,31728937,2574745,1,7775
480,PL1 1PR,PLYMOUTH,,,Market Stalls,, ,Unit 171-174,,,,,18911618,S, ,5F,31728939,0,1,7775
481,PL1 1PR,PLYMOUTH,,,Market Stalls,, ,Unit 201-202,,,,,18911622,S, ,5R,31728947,0,1,7775
482,PL1 1PR,PLYMOUTH,,,Market Stalls,, ,Unit 183-184,,,,,18911619,S, ,5S,31728948,0,1,7775
483,PL1 1PR,PLYMOUTH,,,Market Stalls,, ,Unit 199-200,,,,,18911621,S, ,5T,31728949,0,1,7775
484,PL1 1PR,PLYMOUTH,,,Market Stalls,, ,Unit 112,,,,Framings,18911573,S,Y,5Z,31733248,2575795,1,7775
485,PL1 1PR,PLYMOUTH,,,Market Stalls,, ,Unit 119,,,,Framings,18911574,S,Y,6A,31733249,2575796,1,7775
486,PL1 1PR,PLYMOUTH,,,Market Stalls,, ,Unit 91,,,,Joe Browns,18911582,S,Y,6F,31733253,2575800,1,7775
487,PL1 1PR,PLYMOUTH,,,Market Stalls,, ,Unit 120,,,,Sunshine Sweets,18911604,S,Y,6Q,31733260,2575807,1,7775
488,PL1 1PR,PLYMOUTH,,,Market Stalls,, ,Unit 97-98,,,,,18911580,S, ,2A,33891156,0,1,7775
489,PL1 1PR,PLYMOUTH,,,Market Stalls,, ,Unit 99-100,,,,,18911578,S, ,2D,33891422,0,1,7775
490,PL1 1PR,PLYMOUTH,,,Market Stalls,, ,Unit 140,,,,,18911584,S, ,6H,33893879,0,1,7775
491,PL1 1PR,PLYMOUTH,,,Market Stalls,, ,Unit 131,,,,,18911572,S, ,3T,33893881,0,1,7775
492,PL1 1PR,PLYMOUTH,,,Market Stalls,, ,Unit 124,,,,Kims Collectables,18911608,S,Y,3J,34122811,2981910,1,7775
493,PL1 1PR,PLYMOUTH,,,Market Stalls,, ,Unit 109,,,,,18911565,S, ,2R,35320752,0,1,7775
494,PL1 1PR,PLYMOUTH,,,Market Stalls,, ,Unit 132,,,,,18911598,S, ,3U,35587073,0,1,7775
495,PL1 1PR,PLYMOUTH,,,Market Stalls,, ,Unit 87 & 95,,,,,18911576,S, ,1P,35587239,0,1,7775
496,PL1 1PR,PLYMOUTH,,,Market Stalls,, ,Unit 187-188,,,,,18911591,S, ,5L,35792510,0,1,7775
497,PL1 1PR,PLYMOUTH,,,Market Stalls,, ,Unit 11,,,,,18911600,S, ,4X,35792516,0,1,7775
498,PL1 1PR,PLYMOUTH,,,Market Stalls,, ,Unit 130,,,,,18911630,S, ,3S,35792525,0,1,7775
499,PL1 1PR,PLYMOUTH,,,Market Stalls,, ,Unit 127,,,,Michaels Movies & Music,18911593,S,Y,3P,35870213,3284554,1,7775
500,PL1 1PR,PLYMOUTH,,,Market Stalls,, ,Unit 101,,,,Fasta Pasta,18911612,S,Y,5B,35870227,3284561,1,7775
501,PL1 1PR,PLYMOUTH,,,Market Stalls,, ,Unit 107-108,,,,Tips Hair & Cosmetics Ltd,18911588,S,Y,4U,35870230,3284562,1,7775
502,PL1 1PR,PLYMOUTH,,,Market Stalls,, ,Unit 185-186,,,,,18911566,S, ,6Z,36081551,0,1,7775
503,PL1 1PR,PLYMOUTH,,,Market Stalls,, ,Unit 167-170,,,,,18911617,S, ,7B,36081557,0,1,7775
504,PL1 1PR,PLYMOUTH,,,Market Stalls,, ,Unit 205-206,,,,,18911623,S, ,7D,36081562,0,1,7775
505,PL1 1PR,PLYMOUTH,,,Market Stalls,, ,Unit 121-122,,,,,18911602,S, ,6P,36550286,0,1,7775
506,PL1 1PR,PLYMOUTH,,,Market Stalls,, ,Unit 102,,,,,18911613,S, ,5A,38283299,0,1,7775
507,PL1 1PR,PLYMOUTH,,,Market Stalls,, ,Unit 143-144,,,,,18911609,S, ,4H,38837731,0,1,7775
508,PL1 1PR,PLYMOUTH,,,Market Stalls,, ,Unit 136,,,,,18911628,S, ,3Z,38837752,0,1,7775
509,PL1 1PR,PLYMOUTH,,,Market Stalls,, ,Unit 142,,,,,18911627,S, ,6U,38837753,0,1,7775
510,PL1 1PR,PLYMOUTH,,,Market Stalls,, ,Unit 138,,,,,18911610,S, ,6R,38853756,0,1,7775
511,PL1 1PR,PLYMOUTH,,,Market Stalls,, ,Unit 117-118,,,,,18911625,S, ,6T,38853758,0,1,7775
512,PL1 1PR,PLYMOUTH,,,Market Stalls,, ,Unit 111,,,,,18911624,S, ,6S,38853759,0,1,7775
513,PL1 1PR,PLYMOUTH,,,Market Stalls,, ,Unit 104,,,,,18911626,S, ,2J,38853761,0,1,7775
514,PL1 1PR,PLYMOUTH,,,Market Stalls,, ,Unit 81,,,,,18911571,S, ,1F,38853764,0,1,7775
515,PL1 1PR,PLYMOUTH,,,Market Stalls,, ,Unit 129,,,,,18911611,S, ,3R,38853770,0,1,7775
516,PL1 1PR,PLYMOUTH,,,Market Stalls,, ,Unit 128,,,,,18911629,S, ,6X,38853771,0,1,7775
517,PL1 1PR,PLYMOUTH,,,Market Stalls,, ,Unit 113,,,,,18911605,S, ,2W,38938595,0,1,7775
518,PL1 1PR,PLYMOUTH,,,Market Stalls,, ,Unit 114,,,,Sunny Sweets,18911603,S,Y,2X,38938596,3860772,1,7775
519,PL1 1PR,PLYMOUTH,,,Market Stalls,, ,Unit 106,,,,,18911614,S, ,4Y,38957899,0,1,7775
520,PL1 1PR,PLYMOUTH,,,Market Stalls,, ,Unit 92,,,,,18911561,S, ,5U,39363531,0,1,7775
521,PL1 1PR,PLYMOUTH,,,Market Stalls,, ,Unit 10,,,,,18911601,S, ,4W,39363534,0,1,7775
522,PL1 1PR,PLYMOUTH,,,Market Stalls,, ,Unit 139,,,,,18911568,S, ,5X,39363544,0,1,7775
523,PL1 1PR,PLYMOUTH,,,Market Stalls,, ,Unit 133,,,,,18911569,S, ,3W,39363545,0,1,7775
524,PL1 1PR,PLYMOUTH,,,Market Stalls,, ,Unit 77-78,,,,,18911577,S, ,1A,39363546,0,1,7775
525,PL1 1PR,PLYMOUTH,,,Market Stalls,, ,Unit 8,,,,,18911596,S, ,4T,40282197,0,1,7775
526,PL1 1PS,PLYMOUTH,,,The Market,, ,Plymouth Market,,,,Plymouth City Council,18911633,S,Y,1A,28128356,1339467,1,7775
527,PL1 1PS,PLYMOUTH,,,The Market,, ,Plymouth Market,,,,B S Embroidery,55717256,S,Y,1Z,28128356,4060609,1,7775
528,PL1 1PS,PLYMOUTH,,,The Market,, ,Plymouth Market,,,,Kawaffle,56789995,S,Y,2A,28128356,4189344,1,7775
529,PL1 1PS,PLYMOUTH,,,The Market,, ,The Fish Stalls,Unit 9-11,,,Macavoy,18911632,S,Y,1N,28172225,1353133,1,7775
530,PL1 1PS,PLYMOUTH,,,The Market,, ,The Fish Stalls,Unit 12-14,,,Lloyd Down,18911631,S,Y,1R,28172227,1353135,1,7775
531,PL1 1PS,PLYMOUTH,,,The Market,, ,93-94,,,,Ians Mobiles Ltd,50566723,S,Y,1U,34225641,3008897,1,7775
532,PL1 1PS,PLYMOUTH,,,The Market,,120,,,,,Flavour Vapour,53292322,S,Y,1X,37443746,3608859,1,7775
533,PL1 1PS,PLYMOUTH,,,The Market,, ,Unit 68,,,,Computer & Printer Supplies Ltd,53524284,S,Y,1Y,37713080,3653968,1,7775
534,PL1 1PU,PLYMOUTH,,,Harwell Court,,1,,,,,,18911635,S, ,1A,11751371,0,1,7775
535,PL1 1PU,PLYMOUTH,,,Harwell Court,,10,,,,,,18911636,S, ,1B,11751372,0,1,7775
536,PL1 1PU,PLYMOUTH,,,Harwell Court,,11,,,,,,18911637,S, ,1D,11751373,0,1,7775
537,PL1 1PU,PLYMOUTH,,,Harwell Court,,12,,,,,,18911638,S, ,1E,11751374,0,1,7775
538,PL1 1PU,PLYMOUTH,,,Harwell Court,,13,,,,,,18911639,S, ,1F,11751375,0,1,7775
539,PL1 1PU,PLYMOUTH,,,Harwell Court,,14,,,,,,18911640,S, ,1G,11751376,0,1,7775
540,PL1 1PU,PLYMOUTH,,,Harwell Court,,15,,,,,,18911641,S, ,1H,11751377,0,1,7775
541,PL1 1PU,PLYMOUTH,,,Harwell Court,,16,,,,,,18911642,S, ,1J,11751378,0,1,7775
542,PL1 1PU,PLYMOUTH,,,Harwell Court,,17,,,,,,18911643,S, ,1L,11751379,0,1,7775
543,PL1 1PU,PLYMOUTH,,,Harwell Court,,18,,,,,,18911644,S, ,1N,11751380,0,1,7775
544,PL1 1PU,PLYMOUTH,,,Harwell Court,,19,,,,,,18911645,S, ,1P,11751381,0,1,7775
545,PL1 1PU,PLYMOUTH,,,Harwell Court,,2,,,,,,18911646,S, ,1Q,11751382,0,1,7775
546,PL1 1PU,PLYMOUTH,,,Harwell Court,,20,,,,,,18911647,S, ,1R,11751383,0,1,7775
547,PL1 1PU,PLYMOUTH,,,Harwell Court,,21,,,,,,18911648,S, ,1S,11751384,0,1,7775
548,PL1 1PU,PLYMOUTH,,,Harwell Court,,3,,,,,,18911649,S, ,1T,11751385,0,1,7775
549,PL1 1PU,PLYMOUTH,,,Harwell Court,,4,,,,,,18911650,S, ,1U,11751386,0,1,7775
550,PL1 1PU,PLYMOUTH,,,Harwell Court,,5,,,,,,18911651,S, ,1W,11751387,0,1,7775
551,PL1 1PU,PLYMOUTH,,,Harwell Court,,6,,,,,,18911652,S, ,1X,11751388,0,1,7775
552,PL1 1PU,PLYMOUTH,,,Harwell Court,,7,,,,,,18911653,S, ,1Y,11751389,0,1,7775
553,PL1 1PU,PLYMOUTH,,,Harwell Court,,8,,,,,,18911654,S, ,1Z,11751390,0,1,7775
554,PL1 1PU,PLYMOUTH,,,Harwell Court,,9,,,,,,18911655,S, ,2A,11751391,0,1,7775
555,PL1 1PW,PLYMOUTH,,,Market Stalls,, ,Unit 37-38,,,,Denise,18911682,S,Y,2W,28169517,1352123,1,7775
556,PL1 1PW,PLYMOUTH,,,Market Stalls,, ,Unit 53-54,,,,Market Deli,18911696,S,Y,3R,28169544,1352147,1,7775
557,PL1 1PW,PLYMOUTH,,,Market Stalls,, ,Unit 61,,,,Petals,18911707,S,Y,6L,30147654,2574201,1,7775
558,PL1 1PW,PLYMOUTH,,,Market Stalls,, ,Unit 31,,,,The Bookstall,18911656,S,Y,2P,30365084,2230799,1,7775
559,PL1 1PW,PLYMOUTH,,,Market Stalls,, ,Unit 23-24,,,,Slippers,18911711,S,Y,2D,30674598,2328406,1,7775
560,PL1 1PW,PLYMOUTH,,,Market Stalls,, ,Unit 32,,,,Country Garden,18911671,S,Y,2Q,31432765,2500720,1,7775
561,PL1 1PW,PLYMOUTH,,,Market Stalls,, ,Unit 65,,,,,18911733,S, ,4F,31432776,0,1,7775
562,PL1 1PW,PLYMOUTH,,,Market Stalls,, ,Unit 3,,,,Carl Moore Goldsmiths,18911684,S,Y,2T,31727081,2196107,1,7775
563,PL1 1PW,PLYMOUTH,,,Market Stalls,, ,Unit 3,,,,Angel Aroma,18911677,S,Y,6A,31727081,2574193,1,7775
564,PL1 1PW,PLYMOUTH,,,Market Stalls,, ,Unit 33,,,,Underwoods,18911713,S,Y,2R,31727636,2574371,1,7775
565,PL1 1PW,PLYMOUTH,,,Market Stalls,, ,Unit 58,,,,,18911732,S, ,3X,31727973,0,1,7775
566,PL1 1PW,PLYMOUTH,,,Market Stalls,, ,Unit 181-182,,,,,18911724,S, ,6S,31728952,0,1,7775
567,PL1 1PW,PLYMOUTH,,,Market Stalls,, ,Unit 195-196,,,,,18911725,S, ,6W,31728955,0,1,7775
568,PL1 1PW,PLYMOUTH,,,Market Stalls,, ,Unit 160-161,,,,,18911716,S, ,7B,31728960,0,1,7775
569,PL1 1PW,PLYMOUTH,,,Market Stalls,, ,Unit 177,,,,,18911721,S, ,7D,31728961,0,1,7775
570,PL1 1PW,PLYMOUTH,,,Market Stalls,, ,Unit 191-194,,,,Lyns Surprises,18911698,S,Y,7H,31728965,2574748,1,7775
571,PL1 1PW,PLYMOUTH,,,Market Stalls,, ,Unit 8-9,,,,Cox,18911675,S,Y,6D,31729570,2574991,1,7775
572,PL1 1PW,PLYMOUTH,,,Market Stalls,, ,Unit 6,,,,Coronet Engravers,18911669,S,Y,7X,33888081,2937081,1,7775
573,PL1 1PW,PLYMOUTH,,,Market Stalls,, ,Unit 56,,,,,18911699,S, ,3U,33891165,0,1,7775
574,PL1 1PW,PLYMOUTH,,,Market Stalls,, ,Unit 7,,,,,18911688,S, ,1H,33891292,0,1,7775
575,PL1 1PW,PLYMOUTH,,,Market Stalls,, ,Unit 49,,,,,18911730,S, ,6Q,35624806,0,1,7775
576,PL1 1PW,PLYMOUTH,,,Market Stalls,, ,Unit 60,,,,,18911738,S, ,3Z,35792519,0,1,7775
577,PL1 1PW,PLYMOUTH,,,Market Stalls,, ,Unit 57,,,,,18911661,S, ,3W,35886304,0,1,7775
578,PL1 1PW,PLYMOUTH,,,Market Stalls,, ,Unit 74,,,,,18911736,S, ,7Z,36081567,0,1,7775
579,PL1 1PW,PLYMOUTH,,,Market Stalls,, ,Unit 36,,,,,18911663,S, ,6H,37091416,0,1,7775
580,PL1 1PW,PLYMOUTH,,,Market Stalls,, ,Unit 22,,,,,18911667,S, ,7W,37155853,0,1,7775
581,PL1 1PW,PLYMOUTH,,,Market Stalls,, ,Unit 34,,,,,18911658,S, ,2S,37546447,0,1,7775
582,PL1 1PW,PLYMOUTH,,,Market Stalls,, ,Unit 44,,,,,18911693,S, ,3E,38260796,0,1,7775
583,PL1 1PW,PLYMOUTH,,,Market Stalls,, ,Unit 59,,,,,18911679,S, ,3Y,38283292,0,1,7775
584,PL1 1PW,PLYMOUTH,,,Market Stalls,, ,Unit 51,,,,,51765566,S, ,7Y,38283301,0,1,7775
585,PL1 1PW,PLYMOUTH,,,Market Stalls,, ,Unit 20-30,,,,,18911695,S, ,1Z,38330084,0,1,7775
586,PL1 1PW,PLYMOUTH,,,Market Stalls,, ,Unit 55,,,,,18911690,S, ,3T,39363549,0,1,7775
587,PL1 1PW,PLYMOUTH,,,Market Stalls,, ,Unit 1-2,,,,,18911700,S, ,5U,39363580,0,1,7775
588,PL1 1PW,PLYMOUTH,,,Market Stalls,, ,Unit 2,,,,,18911665,S, ,1Q,39646328,0,1,7775
589,PL1 1PW,PLYMOUTH,,,Market Stalls,, ,Unit 211-214,,,,,18911728,S, ,6U,40313002,0,1,7775
590,PL1 1PW,PLYMOUTH,,,Market Stalls,, ,Unit 64,,,,,18911685,S, ,4E,40339756,0,1,7775
591,PL1 1PW,PLYMOUTH,,,Market Stalls,, ,Unit 42,,,,,18911687,S, ,3B,40339757,0,1,7775
592,PL1 1PX,PLYMOUTH,,,Harwell Court,,22,,,,,,18911740,S, ,1A,11751392,0,1,7775
593,PL1 1PX,PLYMOUTH,,,Harwell Court,,23,,,,,,18911741,S, ,1B,11751393,0,1,7775
594,PL1 1PX,PLYMOUTH,,,Harwell Court,,24,,,,,,18911742,S, ,1D,11751394,0,1,7775
595,PL1 1PX,PLYMOUTH,,,Harwell Court,,25,,,,,,18911743,S, ,1E,11751395,0,1,7775
596,PL1 1PX,PLYMOUTH,,,Harwell Court,,26,,,,,,18911744,S, ,1F,11751396,0,1,7775
597,PL1 1PX,PLYMOUTH,,,Harwell Court,,27,,,,,,18911745,S, ,1G,11751397,0,1,7775
598,PL1 1PY,PLYMOUTH,,,Harwell Court,,44,,,,,,18911749,S, ,1W,11751414,0,1,7775
599,PL1 1PY,PLYMOUTH,,,Harwell Court,,45,,,,,,18911750,S, ,1X,11751415,0,1,7775
600,PL1 1PY,PLYMOUTH,,,Harwell Court,,46,,,,,,18911751,S, ,1Y,11751416,0,1,7775
601,PL1 1PY,PLYMOUTH,,,Harwell Court,,47,,,,,,18911752,S, ,1Z,11751417,0,1,7775
602,PL1 1PY,PLYMOUTH,,,Harwell Court,,48,,,,,,18911753,S, ,2A,11751418,0,1,7775
603,PL1 1PY,PLYMOUTH,,,Harwell Court,,49,,,,,,18911754,S, ,2B,11751419,0,1,7775
604,PL1 1PY,PLYMOUTH,,,Harwell Court,,50,,,,,,18911755,S, ,2D,11751420,0,1,7775
605,PL1 1PY,PLYMOUTH,,,Harwell Court,,51,,,,,,18911756,S, ,2E,11751421,0,1,7775
606,PL1 1PY,PLYMOUTH,,,Harwell Court,,52,,,,,,18911757,S, ,2F,11751422,0,1,7775
607,PL1 1PY,PLYMOUTH,,,Harwell Court,,53,,,,,,18911758,S, ,2G,11751423,0,1,7775
608,PL1 1PY,PLYMOUTH,,,Harwell Court,,54,,,,,,18911759,S, ,2H,11751424,0,1,7775
609,PL1 1PY,PLYMOUTH,,,Harwell Court,,55,,,,,,18911760,S, ,2J,11751425,0,1,7775
610,PL1 1PY,PLYMOUTH,,,Harwell Court,,56,,,,,,18911761,S, ,2L,11751426,0,1,7775
611,PL1 1PY,PLYMOUTH,,,Harwell Court,,43,,,,,,18911748,S, ,3F,26428615,0,1,7775
612,PL1 1PY,PLYMOUTH,,,Harwell Court,, ,28-42,,,,The Harwell Centre,51838861,S,Y,3G,35721459,3258129,1,7775
613,PL1 1PZ,PLYMOUTH,,,Colin Campbell Court,,1,,,,,,18911763,S, ,1A,18509891,0,1,7775
614,PL1 1PZ,PLYMOUTH,,,Colin Campbell Court,,10,,,,,,18911764,S, ,1B,18509892,0,1,7775
615,PL1 1PZ,PLYMOUTH,,,Colin Campbell Court,,11,,,,,,18911765,S, ,1D,18509893,0,1,7775
616,PL1 1PZ,PLYMOUTH,,,Colin Campbell Court,,12,,,,,,18911766,S, ,1E,18509894,0,1,7775
617,PL1 1PZ,PLYMOUTH,,,Colin Campbell Court,,13,,,,,,18911767,S, ,1F,18509895,0,1,7775
618,PL1 1PZ,PLYMOUTH,,,Colin Campbell Court,,14,,,,,,18911768,S, ,1G,18509896,0,1,7775
619,PL1 1PZ,PLYMOUTH,,,Colin Campbell Court,,15,,,,,,18911769,S, ,1H,18509897,0,1,7775
620,PL1 1PZ,PLYMOUTH,,,Colin Campbell Court,,16,,,,,,18911770,S, ,1J,18509898,0,1,7775
621,PL1 1PZ,PLYMOUTH,,,Colin Campbell Court,,17,,,,,,18911771,S, ,1L,18509899,0,1,7775
622,PL1 1PZ,PLYMOUTH,,,Colin Campbell Court,,18,,,,,,18911772,S, ,1N,18509900,0,1,7775
623,PL1 1PZ,PLYMOUTH,,,Colin Campbell Court,,19,,,,,,18911773,S, ,1P,18509901,0,1,7775
624,PL1 1PZ,PLYMOUTH,,,Colin Campbell Court,,2,,,,,,18911774,S, ,1Q,18509902,0,1,7775
625,PL1 1PZ,PLYMOUTH,,,Colin Campbell Court,,20,,,,,,18911775,S, ,1R,18509903,0,1,7775
626,PL1 1PZ,PLYMOUTH,,,Colin Campbell Court,,21,,,,,,18911776,S, ,1S,18509904,0,1,7775
627,PL1 1PZ,PLYMOUTH,,,Colin Campbell Court,,22,,,,,,18911777,S, ,1T,18509905,0,1,7775
628,PL1 1PZ,PLYMOUTH,,,Colin Campbell Court,,23,,,,,,18911778,S, ,1U,18509906,0,1,7775
629,PL1 1PZ,PLYMOUTH,,,Colin Campbell Court,,24,,,,,,18911779,S, ,1W,18509907,0,1,7775
630,PL1 1PZ,PLYMOUTH,,,Colin Campbell Court,,3,,,,,,18911780,S, ,1X,18509908,0,1,7775
631,PL1 1PZ,PLYMOUTH,,,Colin Campbell Court,,4,,,,,,18911781,S, ,1Y,18509909,0,1,7775
632,PL1 1PZ,PLYMOUTH,,,Colin Campbell Court,,5,,,,,,18911782,S, ,1Z,18509910,0,1,7775
633,PL1 1PZ,PLYMOUTH,,,Colin Campbell Court,,6,,,,,,18911783,S, ,2A,18509911,0,1,7775
634,PL1 1PZ,PLYMOUTH,,,Colin Campbell Court,,7,,,,,,18911784,S, ,2B,18509912,0,1,7775
635,PL1 1PZ,PLYMOUTH,,,Colin Campbell Court,,8,,,,,,18911785,S, ,2D,18509913,0,1,7775
636,PL1 1PZ,PLYMOUTH,,,Colin Campbell Court,,9,,,,,,18911786,S, ,2E,18509914,0,1,7775
637,PL1 1PZ,PLYMOUTH,,,Colin Campbell Court,, ,Campbell House,,,,Secondhand City,18911762,S,Y,2F,35732827,3260462,1,7775
638,PL1 1QA,PLYMOUTH,,,Frankfort Gate,, ,19-21,,,,Leandra Restaurant,18911792,S,Y,1F,28177626,1354748,1,7775
639,PL1 1QA,PLYMOUTH,,,Frankfort Gate,, ,01-Jul,,,,The Tool Shed Ltd,18911795,S,Y,1A,29549305,1951998,1,7775
640,PL1 1QA,PLYMOUTH,,,Frankfort Gate,,15,,,,,Hotspot,18911791,S,Y,1E,31656944,2552268,1,7775
641,PL1 1QA,PLYMOUTH,,,Frankfort Gate,,23,,,,,Associates,18911796,S,Y,1R,34771251,3085033,1,7775
642,PL1 1QA,PLYMOUTH,,,Frankfort Gate,,9,,,,,,18911797,S, ,1S,35296045,0,1,7775
643,PL1 1QA,PLYMOUTH,,,Frankfort Gate,,13,,,,,,18911788,S, ,1D,35792570,0,1,7775
644,PL1 1QA,PLYMOUTH,,,Frankfort Gate,,17,,,,,,18911790,S, ,1T,38260785,0,1,7775
645,PL1 1QA,PLYMOUTH,,,Frankfort Gate,,11,,,,,,18911793,S, ,1B,38266548,0,1,7775
646,PL1 1QA,PLYMOUTH,,,Frankfort Gate,,27,,,,,,18911794,S, ,1L,38283306,0,1,7775
647,PL1 1QA,PLYMOUTH,,,Frankfort Gate,,25,,,,,,18911787,S, ,1J,40282199,0,1,7775
648,PL1 1QD,PLYMOUTH,,,Frankfort Gate,,6,,,,,Johns Gents Hairdressings,18911805,S,Y,1T,28177602,1354723,1,7775
649,PL1 1QD,PLYMOUTH,,,Frankfort Gate,,20,,,,,D & M's Cafe,18911804,S,Y,1H,28177610,1354730,1,7775
650,PL1 1QD,PLYMOUTH,,,Frankfort Gate,,32,,,,,Celeb Nails,18911801,S,Y,1R,30259095,2198467,1,7775
651,PL1 1QD,PLYMOUTH,,,Frankfort Gate,,14,,,,,Kangle Health Herbs,18911806,S,Y,1D,31432779,2500728,1,7775
652,PL1 1QD,PLYMOUTH,,,Frankfort Gate,,30,,,,,Cutting Edge,18911799,S,Y,1Q,35732834,3260467,1,7775
653,PL1 1QD,PLYMOUTH,,,Frankfort Gate,, ,22-24,,,,,18911808,S, ,1J,38281757,0,1,7775
654,PL1 1QD,PLYMOUTH,,,Frankfort Gate,,4,,,,,Il Capriccio,18911798,S,Y,1S,38872789,3848320,1,7775
655,PL1 1QD,PLYMOUTH,,,Frankfort Gate,,2,,,,,The Hive Mind Comics,18911802,S,Y,1G,38969455,3866233,1,7775
656,PL1 1QD,PLYMOUTH,,,Frankfort Gate,,12,,,,,,18911811,S, ,1B,39363539,0,1,7775
657,PL1 1QD,PLYMOUTH,,,Frankfort Gate,,26,,,,,,18911810,S, ,1N,40277018,0,1,7775
658,PL1 1QD,PLYMOUTH,,,Frankfort Gate,,8,,,,,Made For You Gifts,18911809,S,Y,1U,40294742,4053738,1,7775
659,PL1 1QD,PLYMOUTH,,,Frankfort Gate,,10,,,,,,18911807,S, ,1A,40307450,0,1,7775
660,PL1 1QD,PLYMOUTH,,,Frankfort Gate,, ,16-18,,,,Plymouth Community Homes,18911800,S,Y,1F,40319381,4056846,1,7775
661,PL1 1QD,PLYMOUTH,,,Frankfort Gate,,28,,,,,Wade Sports,18911803,S,Y,1P,40641706,4091518,1,7775
662,PL1 1QH,PLYMOUTH,,,Drake Circus,,1,The Money Centre,3,,,Headline Hair,18911815,S,Y,1D,29264363,1866022,1,7775
663,PL1 1QH,PLYMOUTH,,,Drake Circus,,1,The Money Centre,,,,Cigna Insurance Services Ltd,18911812,S,Y,1J,32213629,2703744,1,7775
664,PL1 1QH,PLYMOUTH,,,Drake Circus,,1,The Money Centre,,,,Western Mortgage Services Ltd,18911817,S,Y,1G,32213629,3118770,1,7775
665,PL1 1QH,PLYMOUTH,,,Drake Circus,,1,The Money Centre,,,,Tarc Solutions Ltd,18911813,S,Y,1N,32213629,4085951,1,7775
666,PL1 1QH,PLYMOUTH,,,Drake Circus,,1,The Money Centre,5,,,Mangos,51220942,S,Y,1L,39231190,3907196,1,7775
667,PL1 1QH,PLYMOUTH,,,Drake Circus,,1,The Money Centre,4,,,Sarnies (Plymouth) Ltd,18911814,S,Y,1E,40335069,4058392,1,7775
668,PL1 1QH,PLYMOUTH,,,Drake Circus,,1,The Money Centre,1,,,Mortgage Agency Services Number Five Ltd,18911816,S,Y,1A,40565727,4083845,1,7775
669,PL1 1QJ,PLYMOUTH,,,Mayflower Street,,29,,,,,The Cutting Garden,18911820,S,Y,1G,26306478,718991,1,7775
670,PL1 1QJ,PLYMOUTH,,,Mayflower Street,,31,,,,,S Chatterjee Opticians,18911827,S,Y,1H,26306490,719002,1,7775
671,PL1 1QJ,PLYMOUTH,,,Mayflower Street,,33,,,,,H & H Pawnbrokers,18911823,S,Y,1J,26306495,719005,1,7775
672,PL1 1QJ,PLYMOUTH,,,Mayflower Street,, ,Mayflower East Car Park,,,,Access Plymouth Ltd,18911826,S,Y,1R,29254448,1405329,1,7775
673,PL1 1QJ,PLYMOUTH,,,Mayflower Street,,21,,,,,David & David Hair Salon,51531220,S,Y,1T,31633741,3177312,1,7775
674,PL1 1QJ,PLYMOUTH,,,Mayflower Street,,23,,,,,National Slimming & Cosmetic Clinic,18911829,S,Y,1D,32191223,2693976,1,7775
675,PL1 1QJ,PLYMOUTH,,,Mayflower Street,,25,,,,,Footloose Fancy Dress,53989019,S,Y,1W,38184798,3757127,1,7775
676,PL1 1QJ,PLYMOUTH,,,Mayflower Street,, ,21a,,,,,18911824,S, ,1P,40307213,0,1,7775
677,PL1 1QJ,PLYMOUTH,,,Mayflower Street,,27,,,,,Eva's World,18911821,S,Y,1F,40318001,4056524,1,7775
678,PL1 1QJ,PLYMOUTH,,,Mayflower Street,, ,35-37,,,,25 Menswear,18911825,S,Y,1L,40873778,4114523,1,7775
679,PL1 1QJ,PLYMOUTH,,,Mayflower Street,,39,,,,,Jemma James Eyebrows,51531221,S,Y,1X,40875404,4114769,1,7775
680,PL1 1QL,PLYMOUTH,,,Mayflower Street,,47,,,,,Rickard Lanes,18911835,S,Y,1G,26994698,950278,1,7775
681,PL1 1QL,PLYMOUTH,,,Mayflower Street,,45,,,,,Amplifon,18911836,S,Y,1D,28702315,1704655,1,7775
682,PL1 1QL,PLYMOUTH,,,Mayflower Street,,49,,,,,Oishi Sushi Restaurant Ltd,18911831,S,Y,1E,31633742,2544139,1,7775
683,PL1 1QL,PLYMOUTH,,,Mayflower Street,,41,,,,,Cherish Nail Studio,18911832,S,Y,1A,38184806,3730749,1,7775
684,PL1 1QL,PLYMOUTH,,,Mayflower Street,,43,,,,,Twist,18911834,S,Y,1B,40873791,4114524,1,7775
685,PL1 1QL,PLYMOUTH,,,Mayflower Street,,51,,,,,,18911833,S, ,1F,40873794,0,1,7775
